Question,Answer
"What disease causes High fever, Rash, Irritability, Swollen lymph nodes, Cough, Diarrhea, Loss of appetite, Abdominal pain, Body aches, Chills, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Nausea, Bloody stools, Body aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Diarrhea, Bloody stools, Stomach cramps, Headache, Fatigue, Loss of appetite, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Fatigue, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Headache, Fatigue, Loss of appetite, Muscle aches, Body aches, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Body aches, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Nausea, Abdominal pain, Chills, Fever, Irritability?",Norovirus Infection
"What disease causes Runny nose, Irritability, Swollen lymph nodes, Headache, Vomiting, Loss of appetite, Chills, Feverish?",Roseola
"What disease causes Rash on hands and feet, Loss of appetite, Red spots, Blisters, Sore muscles, Headache?","Hand, Foot, and Mouth Disease"
"What disease causes Runny nose, Rash, Sore throat, Red eyes, Diarrhea, Vomiting, Loss of appetite, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Red eyes, Vomiting, Loss of appetite, Body aches, Rashes, Feverish?",Roseola
"What disease causes Fever, Diarrhea, Nausea, Vomiting, Stomach cramps, Dehydration, Muscle aches, Feverish, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Dehydration, Loss of appetite, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Irritability, Sore throat, Headache, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Chills, Feverish?",Roseola
"What disease causes Stomach cramps, Low-grade fever, Muscle aches, Body aches, General discomfort, Irritability?",Norovirus Infection
"What disease causes Headache, Pain while chewing or swallowing, Fever, Loss of appetite, Trouble chewing, Fever, Headache, Muscle aches, Loss of appetite?",Mumps
"What disease causes Loss of appetite, Dehydration, Chills, General discomfort, Irritability?",Norovirus Infection
"What disease causes Headache, Fatigue, Abdominal pain, Loss of appetite, Sweating, Body aches, Irritability?",Norovirus Infection
"What disease causes Nausea, Stomach cramps, Headache, Fatigue, Dehydration, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Vomiting, Bloody stools, Stomach cramps, Headache, Fatigue, Dehydration, Muscle aches, Feverish, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Rash, Sore throat, Headache, Red eyes, Vomiting, Loss of appetite, Rashes, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Vomiting, Bloody stools, Fatigue, Dehydration, Loss of appetite, Muscle aches, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Bloody stools, Stomach cramps, Fatigue, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Rash, Irritability, Vomiting, Chills, Feverish?",Roseola
"What disease causes Rash on hands and feet, Loss of appetite, Red spots, Blisters, Cough, Headache, General discomfort, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Diarrhea, Nausea, Bloody stools, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Rash on hands and feet, Loss of appetite, Irritability, Sore throat, Mouth sores, Blisters, General discomfort, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Diarrhea, Muscle aches, Nausea, Headache, Fatigue, Loss of appetite, General discomfort?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Low-grade fever, Nausea, Headache, Fatigue, Abdominal pain, Dehydration, Chills, Sweating, Body aches, General discomfort?",Norovirus Infection
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Abdominal pain, General discomfort, Fever?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Stomach cramps, Headache, Fatigue, Abdominal pain, Loss of appetite, Rashes, General discomfort?",Norovirus Infection
"What disease causes High fever, Runny nose, Irritability, Sore throat, Headache, Red eyes, Rashes?",Roseola
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Fatigue, Abdominal pain, Dehydration, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Stomach cramps, Low-grade fever, Muscle aches, Nausea, Headache, Loss of appetite, Dehydration, Sweating, Body aches, Rashes?",Norovirus Infection
"What disease causes High fever, Runny nose, Rash, Irritability, Fatigue, Sore throat, Headache, Red eyes, Body aches, Chills?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Bloody stools, Muscle aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Fatigue, Dehydration, Loss of appetite, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Bloody stools, Stomach cramps, Headache, Dehydration, Loss of appetite, Muscle aches, Feverish, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Rash, Swollen lymph nodes, Headache, Diarrhea, Abdominal pain, Body aches, Chills?",Roseola
"What disease causes Nausea, Bloody stools, Stomach cramps, Headache, Muscle aches, Body aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Abdominal pain, Loss of appetite, Chills, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Vomiting, Bloody stools, Headache, Fatigue, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Nausea, Bloody stools, Headache, Fatigue, Loss of appetite, Muscle aches, Body aches, Feverish, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Stomach cramps, Low-grade fever, Nausea, Headache, Fatigue, Abdominal pain, Dehydration?",Norovirus Infection
"What disease causes Fatigue, Sore throat, Runny or stuffy nose, Mild fever, Swollen joints, Malaise, Diarrhea?",Fifth Disease (Erythema Infectiosum)
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Stomach cramps, Loss of appetite, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Headache, Abdominal pain, Dehydration, Sweating, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Vomiting, Low-grade fever, Muscle aches, Nausea, Headache, Abdominal pain, Chills, Sweating, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Nausea, Fatigue, Loss of appetite, Dehydration, Chills, General discomfort, Fever?",Norovirus Infection
"What disease causes Rash, Fatigue, Sore throat, Headache, Cough, Red eyes, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Body aches, Chills?",Roseola
"What disease causes Sores in mouth, Loss of appetite, Red spots, Blisters, Fatigue, Cough, Sore muscles, Headache, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Muscle aches, Nausea, Abdominal pain, Dehydration, Sweating, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Runny nose, Rash, Fatigue, Headache, Diarrhea, Loss of appetite, Chills, Feverish?",Roseola
"What disease causes Diarrhea, Vomiting, Low-grade fever, Headache, Fatigue, Abdominal pain, Loss of appetite, Dehydration, Irritability?",Norovirus Infection
"What disease causes Irritability, Fatigue, Diarrhea, Abdominal pain, Body aches, Rashes, Chills?",Roseola
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Headache, Fatigue, Dehydration, Chills, Sweating, Fever, Irritability?",Norovirus Infection
"What disease causes Sores in mouth, Loss of appetite, Mouth sores, Fatigue, Headache, General discomfort, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Diarrhea, Vomiting, Stomach cramps, Low-grade fever, Abdominal pain, Sweating, Body aches, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Sore throat, Fever, Red and swollen tonsils, Swollen lymph nodes, Loss of appetite?",Strep Throat
"What disease causes Abdominal pain or cramps, Nausea, Bloody stools, Stomach cramps, Headache, Loss of appetite, Muscle aches, Body aches, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Nausea, Headache, Loss of appetite, Body aches, Fever?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Nausea, Vomiting, Bloody stools, Loss of appetite, Muscle aches, Feverish, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Fatigue, Sore throat, Cough, Red eyes, Diarrhea, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Fever, Diarrhea, Vomiting, Bloody stools, Loss of appetite, Muscle aches, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Muscle aches, Nausea, Headache, Fatigue, Abdominal pain, Sweating, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Nausea, Vomiting, Stomach cramps, Dehydration, Body aches, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Headache, Fatigue, Sweating, Body aches, Fever, Irritability?",Norovirus Infection
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Stomach cramps, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Swollen lymph nodes, Cough, Diarrhea, Loss of appetite, Body aches, Chills, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Nausea, Fatigue, Feverish, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Rash, Irritability, Sore throat, Red eyes, Vomiting, Loss of appetite, Feverish?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Abdominal pain, Body aches?",Roseola
"What disease causes Fever, Sores in mouth, Sore throat, Mouth sores, Red spots, Fatigue, General discomfort, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Stomach cramps, Low-grade fever, Muscle aches, Chills, Rashes, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Muscle aches, Nausea, Abdominal pain, Dehydration, Fever?",Norovirus Infection
"What disease causes Fever, Stomach cramps, Muscle aches, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Whooping cough, Sneezing, Nasal discharge, Sore, watery eyes, Cyanosis (blue lips, tongue, nailbeds), Exhaustion, Runny nose, Severe coughing fits, Vomiting after coughing?",Pertussis (Whooping Cough)
"What disease causes High fever, Irritability, Fatigue, Swollen lymph nodes, Headache, Cough, Diarrhea, Body aches, Rashes?",Roseola
"What disease causes Abdominal pain or cramps, Diarrhea, Vomiting, Bloody stools, Dehydration, Loss of appetite, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Vomiting, Bloody stools, Headache, Fatigue, Loss of appetite, Muscle aches, Body aches, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Irritability, Fatigue, Swollen lymph nodes, Headache, Red eyes, Vomiting, Loss of appetite, Abdominal pain, Body aches, Feverish?",Roseola
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Nausea, Headache, Fatigue, Dehydration, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Diarrhea, Low-grade fever, Loss of appetite, Dehydration, Chills, Body aches, Rashes, Fever?",Norovirus Infection
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Fatigue, Dehydration, Body aches, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Muscle aches, Fever, Headache, Loss of appetite?",Mumps
"What disease causes Low-grade fever, Nausea, Headache, Fatigue, Loss of appetite, Dehydration, Chills, Sweating, General discomfort?",Norovirus Infection
"What disease causes Rash, Fatigue, Swollen lymph nodes, Sore throat, Cough, Red eyes, Abdominal pain, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Vomiting, Bloody stools, Headache, Fatigue, Dehydration, Muscle aches, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Stomach cramps, Loss of appetite, Body aches, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Muscle aches, Nausea, Fatigue, Abdominal pain, Loss of appetite, Dehydration, Sweating, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Swollen lymph nodes, Sore throat, Cough, Red eyes, Loss of appetite, Abdominal pain, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Nausea, Stomach cramps, Fatigue, Dehydration, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Diarrhea, Nausea, Headache, Loss of appetite, Body aches, Feverish, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Bloody stools, Headache, Fatigue, Dehydration, Muscle aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Nausea, Loss of appetite, Body aches, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Vomiting, Stomach cramps, Muscle aches, Nausea, Abdominal pain, Dehydration, Chills, Sweating, Body aches, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes Low-grade fever, Nausea, Abdominal pain, Dehydration, Chills, Sweating, Body aches, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes Abdominal pain or cramps, Diarrhea, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
